panel_id,panel_type,funding_priority_list,funded,unfunded,referred_to_a_later_panel,decision_still_awaited,funding_rate_percent_of_grant_number,summary_row,table_type,full_proposals_invited,full_proposals_declined,invited_for_interview,not_invited_for_interview,final_decision_yet_to_be_made,not_funded
1-5PMH2K,NGBOPanel,STANDARD,9,2,0,0,81,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5PMH2K,NGBOPanel,MAIN LIST,6,2,0,0,75,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5PMH2K,NGBOPanel,RESOURCE ONLY,3,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5Y3MRF,NGBOPanel,STANDARD,5,6,0,0,45,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5Y3MRF,NGBOPanel,FELLOWSHIPS,5,5,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5Y3MRF,NGBOPanel,FELLOWSHIP EXTENSION CALL,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5YLT31,NGBOPanel,STANDARD,36,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5YLT31,NGBOPanel,MAIN LIST,36,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5QYN1R,NGBOPanel,STANDARD,7,2,0,0,77,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5QYN1R,NGBOPanel,MAIN LIST,7,2,0,0,77,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5QUDCH,NGBOPanel,STANDARD,11,24,1,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5QUDCH,NGBOPanel,MAIN LIST,9,21,1,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5QUDCH,NGBOPanel,NEW INVESTIGATOR AWARDS,2,3,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5R8YDJ,NGBOPanel,STANDARD,9,15,1,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5R8YDJ,NGBOPanel,DISCIPLINE HOPPING,0,3,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5R8YDJ,NGBOPanel,FELLOWSHIPS,0,0,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5R8YDJ,NGBOPanel,NEW INVESTIGATOR LED,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5R8YDJ,NGBOPanel,STANDARD,7,12,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDA,NGBOPanel,STANDARD,15,40,9,0,27,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDA,NGBOPanel,FELLOWSHIPS,0,1,5,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDA,NGBOPanel,FELLOWSHIPS Â€“ ENERGY,0,1,3,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDA,NGBOPanel,FELLOWSHIPS - HEALTHCARE,0,0,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDA,NGBOPanel,STANDARD GRANTS,5,22,0,0,18,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDA,NGBOPanel,NEW INVESTIGATOR AWARDS,5,3,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDA,NGBOPanel,STANDARD GRANTS - MANUFACTURING,4,12,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDA,NGBOPanel,NEW INVESTIGATOR AWARDS - MANUFACTURING,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-63B57I,NGBOPanel,STANDARD,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-63B57I,NGBOPanel,MATERIALS BEAMLINE NRF,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-630HUP,NGBOPanel,STANDARD,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-630HUP,NGBOPanel,MATERIALS BEAMLINE NRF,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LEOSJ,NGBOPanel,STANDARD,1,5,0,0,16,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LEOSJ,NGBOPanel,MAIN LIST,1,5,0,0,16,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-601B7O,NGBOPanel,STANDARD,3,6,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-601B7O,NGBOPanel,MAIN LIST,3,6,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3MA,NGBOPanel,STANDARD,10,25,0,0,28,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3MA,NGBOPanel,NEW INVESTIGATOR AWARDS,3,3,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3MA,NGBOPanel,STANDARD RESEARCH,6,22,0,0,21,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3MA,NGBOPanel,OVERSEAS TRAVEL GRANTS,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6A5QJ5,NGBOPanel,STANDARD,5,7,0,0,41,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6A5QJ5,NGBOPanel,DE FELLOWSHIPS,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6A5QJ5,NGBOPanel,HEALTHCARE,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6A5QJ5,NGBOPanel,ICT FELLOWSHIP EXTENSION,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6A5QJ5,NGBOPanel,ICT FELLOWSHIPS,3,5,0,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5TWYU8,NGBOPanel,STANDARD,7,28,2,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5TWYU8,NGBOPanel,NEW INVESTIGATOR AWARDS,3,5,1,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5TWYU8,NGBOPanel,STANDARD,4,23,1,0,14,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OTFRB,NGBOPanel,STANDARD,8,35,13,0,18,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OTFRB,NGBOPanel,FELLOWSHIP EXTENSION,0,0,3,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OTFRB,NGBOPanel,FELLOWSHIPS,0,18,10,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OTFRB,NGBOPanel,NEW INVESTIGATORS,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OTFRB,NGBOPanel,STANDARDS,6,17,0,0,26,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-622833,NGBOPanel,STANDARD,2,2,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-622833,NGBOPanel,MAIN LIST,2,2,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5BT256,NGBOPanel,STANDARD,3,4,0,0,42,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5BT256,NGBOPanel,ENERGY,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5BT256,NGBOPanel,MAIN LIST (ENGINEERING),2,4,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDY,NGBOPanel,STANDARD,10,36,9,0,21,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDY,NGBOPanel,FELLOWSHIPS,0,3,4,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDY,NGBOPanel,FELLOWSHIPS Â€“ ENERGY,0,5,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDY,NGBOPanel,FELLOWSHIPS - MANUFACTURING,0,0,2,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDY,NGBOPanel,STANDARD GRANTS,3,19,3,0,13,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDY,NGBOPanel,NEW INVESTIGATOR AWARDS,4,3,0,0,57,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDY,NGBOPanel,STANDARD GRANTS - MANUFACTURING,3,5,0,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQRDY,NGBOPanel,NEW INVESTIGATOR AWARDS - MANUFACTURING,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OHD6S,NGBOPanel,STANDARD,9,3,0,0,75,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OHD6S,NGBOPanel,NEW CORE,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OHD6S,NGBOPanel,NEW PLUS,3,1,0,0,75,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OHD6S,NGBOPanel,OLD CORE,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5OHD6S,NGBOPanel,OLD PLUS,4,2,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5MBZ25,NGBOPanel,STANDARD,4,7,1,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5MBZ25,NGBOPanel,EARLY,2,3,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5MBZ25,NGBOPanel,ESTABLISHED,1,2,1,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5MBZ25,NGBOPanel,ESTABLISHED - EXTENSION,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5RILTG,NGBOPanel,STANDARD,5,43,0,0,10,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5RILTG,NGBOPanel,MAIN LIST,5,43,0,0,10,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5RJCIC,NGBOPanel,STANDARD,10,23,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5RJCIC,NGBOPanel,MAIN LIST,6,19,0,0,24,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5RJCIC,NGBOPanel,NEW INVESTIGATOR AWARD,4,4,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6CO7JR,NGBOPanel,STANDARD,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6CO7JR,NGBOPanel,MAIN LIST,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5YM608,NGBOPanel,STANDARD,8,23,0,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5YM608,NGBOPanel,MAIN LIST,8,23,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6BZFHN,NGBOPanel,STANDARD,0,3,6,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6BZFHN,NGBOPanel,MAIN LIST,0,3,6,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5WRUX9,NGBOPanel,STANDARD,8,14,1,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5WRUX9,NGBOPanel,DISCIPLINE HOPPING,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5WRUX9,NGBOPanel,FELLOWSHIP,0,0,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5WRUX9,NGBOPanel,NEW INVESTIGATOR LED,4,2,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5WRUX9,NGBOPanel,STANDARD,4,11,0,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-64XT77,NGBOPanel,STANDARD,3,0,1,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-64XT77,NGBOPanel,ELEMENT LIST,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-64XT77,NGBOPanel,MAIN LIST,2,0,1,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4HP,NGBOPanel,STANDARD,5,4,0,0,55,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4HP,NGBOPanel,MAIN LIST,5,4,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB48F,NGBOPanel,STANDARD,6,4,0,0,60,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB48F,NGBOPanel,MAIN LIST,6,4,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4IP,NGBOPanel,STANDARD,4,5,0,0,44,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4IP,NGBOPanel,MAIN LIST,4,5,0,0,44,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4BF,NGBOPanel,STANDARD,3,6,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4BF,NGBOPanel,MAIN LIST,3,6,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GBEKT,NGBOPanel,STANDARD,4,5,0,0,44,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GBEKT,NGBOPanel,MAIN LIST,4,5,0,0,44,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB47F,NGBOPanel,STANDARD,3,7,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB47F,NGBOPanel,MAIN LIST,3,7,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB42V,NGBOPanel,STANDARD,4,7,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB42V,NGBOPanel,MAIN LIST,4,7,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB44V,NGBOPanel,STANDARD,3,7,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB44V,NGBOPanel,MAIN LIST,3,7,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4EF,NGBOPanel,STANDARD,3,7,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4EF,NGBOPanel,MAIN LIST,3,7,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4DF,NGBOPanel,STANDARD,4,6,0,0,40,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4DF,NGBOPanel,MAIN LIST,4,6,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4CF,NGBOPanel,STANDARD,2,7,0,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4CF,NGBOPanel,MAIN LIST,2,7,0,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GBELT,NGBOPanel,STANDARD,3,7,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GBELT,NGBOPanel,MAIN LIST,3,7,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB46F,NGBOPanel,STANDARD,4,7,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB46F,NGBOPanel,MAIN LIST,4,7,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB3UL,NGBOPanel,STANDARD,4,7,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB3UL,NGBOPanel,MAIN LIST,4,7,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4FF,NGBOPanel,STANDARD,6,5,0,0,54,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4FF,NGBOPanel,MAIN LIST,6,5,0,0,54,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4GP,NGBOPanel,STANDARD,6,5,0,0,54,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4GP,NGBOPanel,MAIN LIST,6,5,0,0,54,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB41V,NGBOPanel,STANDARD,5,5,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB41V,NGBOPanel,MAIN LIST,5,5,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB40V,NGBOPanel,STANDARD,5,5,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB40V,NGBOPanel,MAIN LIST,5,5,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB43V,NGBOPanel,STANDARD,3,8,0,0,27,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB43V,NGBOPanel,MAIN LIST,3,8,0,0,27,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4AF,NGBOPanel,STANDARD,3,8,0,0,27,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB4AF,NGBOPanel,MAIN LIST,3,8,0,0,27,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB49F,NGBOPanel,STANDARD,6,5,0,0,54,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB49F,NGBOPanel,MAIN LIST,6,5,0,0,54,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-623HZO,NGBOPanel,STANDARD,4,7,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-623HZO,NGBOPanel,EPSRC CENTRES FOR DOCTORAL TRAINING (FULL PROPOSAL A),4,7,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB3S9,NGBOPanel,STANDARD,2,9,0,0,18,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6GB3S9,NGBOPanel,MAIN LIST,2,9,0,0,18,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6BZUV2,NGBOPanel,STANDARD,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6BZUV2,NGBOPanel,DARK FIBRE NRF,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5JXF5O,NGBOPanel,STANDARD,3,3,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5JXF5O,NGBOPanel,MAIN LIST,3,3,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6DU3W6,NGBOPanel,STANDARD,4,4,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6DU3W6,NGBOPanel,MAIN LIST,4,4,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5REMGG,NGBOPanel,STANDARD,5,4,0,0,55,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5REMGG,NGBOPanel,MAIN LIST,5,4,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,STANDARD,11,27,2,0,28,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,NEW INVESTIGATOR AWARDS,3,2,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,STANDARD RESEARCH,5,16,2,0,23,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,OVERSEAS TRAVEL GRANTS,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,NETWORKS,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,DISCIPLINE HOPPING IN ICT,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,WORKSHOP,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,UDRC IMAGING,1,5,0,0,16,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5ECB23,NGBOPanel,UDRC ELECTROMAGNETIC,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5XV2KZ,NGBOPanel,STANDARD,9,39,11,0,18,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5XV2KZ,NGBOPanel,FELLOWSHIPS,0,16,7,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5XV2KZ,NGBOPanel,FELLOWSHIP EXTENSION CALL,0,1,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5XV2KZ,NGBOPanel,NEW INVESTIGATOR AWARDS,4,6,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5XV2KZ,NGBOPanel,STANDARD,5,16,2,0,23,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5XV2KZ,NGBOPanel,HEALTHCARE FELLOWSHIP,0,0,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-64SFK5,NGBOPanel,STANDARD,10,21,0,0,32,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-64SFK5,NGBOPanel,NETWORK,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-64SFK5,NGBOPanel,NEW INVESTIGATOR,3,4,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-64SFK5,NGBOPanel,STANDARD,6,17,0,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQREW,NGBOPanel,STANDARD,10,54,6,0,15,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQREW,NGBOPanel,FELLOWSHIPS,0,3,2,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQREW,NGBOPanel,FELLOWSHIPS Â€“ ENERGY,0,2,3,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQREW,NGBOPanel,FELLOWSHIPS - MANUFACTURING,0,1,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQREW,NGBOPanel,STANDARD,6,35,0,0,14,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5DQREW,NGBOPanel,NEW INVESTIGATOR AWARDS,4,13,0,0,23,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-60WYMN,NGBOPanel,STANDARD,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-60WYMN,NGBOPanel,MAIN LIST,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6ISMUK,NGBOPanel,STANDARD,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6ISMUK,NGBOPanel,MAIN LIST,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3NS,NGBOPanel,STANDARD,5,19,7,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3NS,NGBOPanel,DIGITAL ECONOMY FELLOWSHIPS,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3NS,NGBOPanel,ICT FELLOWSHIPS,0,3,4,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3NS,NGBOPanel,ICT FELLOWSHIP EXTENSIONS,0,0,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3NS,NGBOPanel,NEW INVESTIGATOR AWARDS,3,4,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5LF3NS,NGBOPanel,STANDARD RESEARCH,2,11,2,0,15,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6RM2EJ,NGBOPanel,STANDARD,3,6,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6RM2EJ,NGBOPanel,FELLOWSHIPS,1,6,0,0,14,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6RM2EJ,NGBOPanel,HEALTHCARE FELLOWSHIP,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6RM2EJ,NGBOPanel,FELLOWSHIP EXTENSION,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-62Z46C,NGBOPanel,STANDARD,7,19,7,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-62Z46C,NGBOPanel,FELLOWSHIP EXTENSIONS,0,0,2,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-62Z46C,NGBOPanel,FELLOWSHIPS,0,9,3,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-62Z46C,NGBOPanel,NEW INVESTIGATOR,2,1,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-62Z46C,NGBOPanel,STANDARD,5,9,2,0,35,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6KGF5L,NGBOPanel,STANDARD,4,9,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6KGF5L,NGBOPanel,FELLOWSHIP EXTENSIONS,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6KGF5L,NGBOPanel,FELLOWSHIP EXTENSIONS,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6KGF5L,NGBOPanel,MAIN LIST,3,7,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6ASLMJ,NGBOPanel,STANDARD,11,17,0,0,39,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6ASLMJ,NGBOPanel,DISCIPLINE HOPPING,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6ASLMJ,NGBOPanel,NEW INVESTIGATOR,5,3,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6ASLMJ,NGBOPanel,STANDARD,5,13,0,0,27,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5Z30HX,NGBOPanel,STANDARD,7,22,0,0,24,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-5Z30HX,NGBOPanel,MAIN LIST,7,22,0,0,24,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6NZDR0,NGBOPanel,STANDARD,16,32,5,1,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6NZDR0,NGBOPanel,FELLOWSHIPS,0,1,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6NZDR0,NGBOPanel,FELLOWSHIPS Â€“ ENERGY,0,0,0,1,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6NZDR0,NGBOPanel,FELLOWSHIPS HEALTHCARE,0,0,1,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6NZDR0,NGBOPanel,STANDARD GRANTS,5,14,0,0,26,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-6NZDR0,NGBOPanel,NEW INVESTIGATOR AWARDS,5,5,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
